bmi,labels,abandoned,merged
0.92,13-Q1,22,366
0.94,13-Q2,47,375
0.93,13-Q3,65,702
0.97,13-Q4,83,1191
0.98,14-Q1,100,1244
0.97,14-Q2,79,1103
0.96,14-Q3,84,1415
0.96,14-Q4,74,866
