labels,opened,closed
12-Q4,2355,1704
13-Q1,2280,1352
13-Q2,3552,2227
13-Q3,3346,1851
13-Q4,3902,2450
14-Q1,3159,1794
14-Q2,3792,2634
14-Q3,1691,1045
