medianpatchsets,labels,meanpatchsets
1.0,12-Q4,1.45
1.0,13-Q1,1.71
1.0,13-Q2,1.74
1.0,13-Q3,1.86
1.0,13-Q4,1.95
1.0,14-Q1,2.02
1.0,14-Q2,1.79
1.0,14-Q3,1.5
