commits,id,authors
172,294,Jeremy Stanley
149,159,Joshua Harlow
144,194,Andreas Jaeger
121,49,Sean Dague
108,41,Matthew Treinish
99,567,Kevin Benton
95,340,garyk
89,47,Julien Danjou
86,80,Davanum Srinivas
85,361,Christian Berendt
