medianpatchsets,labels,meanpatchsets
2.0,13-Q1,3.08
2.0,13-Q2,3.05
2.0,13-Q3,3.92
3.0,13-Q4,5.16
3.0,14-Q1,5.05
3.0,14-Q2,5.38
3.0,14-Q3,5.3
3.0,14-Q4,4.55
