medianpatchsets,labels,meanpatchsets
2.0,12-Q4,3.55
2.0,13-Q1,3.32
3.0,13-Q2,4.88
3.0,13-Q3,5.56
3.0,13-Q4,6.5
4.0,14-Q1,7.82
4.0,14-Q2,7.53
4.0,14-Q3,7.62
