commits,id,authors
392,194,Andreas Jaeger
256,15,James E. Blair
214,731,Sergey Lukjanov
203,49,Sean Dague
152,477,Armando Migliaccio
151,36,Joe Gordon
132,1362,Diane Fleming
125,7,Clark Boylan
125,516,rbtcollins
122,954,Angus Salkeld
