labels,opened,closed
13-Q1,2100,1537
13-Q2,2010,1191
13-Q3,3044,1943
13-Q4,2812,1539
14-Q1,3235,1999
14-Q2,2565,1420
14-Q3,3199,2167
14-Q4,2262,1366
