commits,labels,submitted
699,13-Q1,207
990,13-Q2,256
1547,13-Q3,1017
1267,13-Q4,883
1953,14-Q1,1313
1929,14-Q2,1309
1846,14-Q3,1225
1069,14-Q4,934
