medianpatchsets,labels,meanpatchsets
1.0,12-Q4,1.3
1.0,13-Q1,1.94
2.0,13-Q2,3.25
2.0,13-Q3,3.23
2.0,13-Q4,3.73
2.0,14-Q1,2.85
2.0,14-Q2,3.5
2.0,14-Q3,3.13
