bmi,labels,abandoned,merged
0.83,13-Q1,46,209
0.83,13-Q2,57,166
0.85,13-Q3,66,211
0.73,13-Q4,76,166
0.87,14-Q1,106,388
0.73,14-Q2,46,187
0.82,14-Q3,88,363
0.62,14-Q4,56,212
