meantime,labels,mediantime
2.14,12-Q4,0.17
3.33,13-Q1,0.13
2.52,13-Q2,0.26
3.29,13-Q3,0.17
4.37,13-Q4,0.48
5.39,14-Q1,0.58
4.59,14-Q2,0.66
3.57,14-Q3,0.47
