medianpatchsets,labels,meanpatchsets
2.0,13-Q1,2.95
2.0,13-Q2,3.85
2.0,13-Q3,4.49
2.0,13-Q4,4.37
2.0,14-Q1,4.27
2.0,14-Q2,3.48
2.0,14-Q3,3.87
2.0,14-Q4,3.02
