bmi,labels,abandoned,merged
0.87,12-Q4,40,178
0.92,13-Q1,34,141
0.84,13-Q2,58,202
0.92,13-Q3,72,191
0.89,13-Q4,109,319
0.84,14-Q1,77,199
0.76,14-Q2,51,222
0.73,14-Q3,30,154
