medianpatchsets,labels,meanpatchsets
nan,12-Q4,nan
3.0,13-Q1,3.0
1.0,13-Q2,2.02
1.0,13-Q3,1.97
2.0,13-Q4,2.93
2.0,14-Q1,3.71
2.0,14-Q2,4.41
2.0,14-Q3,3.44
