medianpatchsets,labels,meanpatchsets
2.0,12-Q4,3.34
2.0,13-Q1,3.69
2.0,13-Q2,4.25
2.0,13-Q3,4.86
3.0,13-Q4,5.13
3.0,14-Q1,5.54
3.0,14-Q2,5.48
3.0,14-Q3,4.77
