meantime,labels,mediantime
17.64,12-Q4,0.71
10.06,13-Q1,0.65
13.85,13-Q2,0.82
21.42,13-Q3,2.52
12.11,13-Q4,0.94
15.76,14-Q1,1.01
14.86,14-Q2,1.22
14.21,14-Q3,1.83
