meantime,labels,mediantime
8.44,13-Q1,0.14
4.14,13-Q2,0.52
8.93,13-Q3,0.7
10.48,13-Q4,0.82
8.9,14-Q1,0.73
10.46,14-Q2,0.83
10.07,14-Q3,0.85
12.25,14-Q4,1.0
