medianpatchsets,labels,meanpatchsets
2.0,13-Q1,2.55
2.0,13-Q2,3.61
2.0,13-Q3,3.26
2.0,13-Q4,3.52
2.5,14-Q1,4.33
3.0,14-Q2,5.72
3.0,14-Q3,5.71
2.0,14-Q4,4.77
