bmi,labels,abandoned,merged
0.96,12-Q4,48,226
0.82,13-Q1,63,227
0.87,13-Q2,65,241
0.77,13-Q3,58,197
0.81,13-Q4,80,235
0.82,14-Q1,68,269
0.78,14-Q2,69,239
0.72,14-Q3,12,112
