medianpatchsets,labels,meanpatchsets
2.0,13-Q1,3.45
2.0,13-Q2,3.95
2.0,13-Q3,4.46
3.0,13-Q4,5.21
3.0,14-Q1,5.51
3.0,14-Q2,5.86
3.0,14-Q3,5.86
3.0,14-Q4,4.99
