meantime,labels,mediantime
8.8,12-Q4,0.9
7.6,13-Q1,0.76
3.06,13-Q2,0.18
3.95,13-Q3,0.42
4.87,13-Q4,0.53
4.81,14-Q1,0.56
4.81,14-Q2,0.85
4.92,14-Q3,0.37
