medianpatchsets,labels,meanpatchsets
2.0,13-Q1,4.1
2.0,13-Q2,4.32
2.0,13-Q3,3.67
2.0,13-Q4,5.5
3.0,14-Q1,6.25
2.0,14-Q2,5.86
4.0,14-Q3,6.59
3.0,14-Q4,5.24
