meantime,labels,mediantime
6.07,12-Q4,0.13
2.42,13-Q1,0.16
5.41,13-Q2,0.24
8.19,13-Q3,0.88
6.04,13-Q4,0.57
6.66,14-Q1,0.51
9.42,14-Q2,0.74
10.34,14-Q3,0.74
