meantime,labels,mediantime
3.85,12-Q4,0.6
6.08,13-Q1,1.69
7.4,13-Q2,1.69
7.93,13-Q3,1.49
7.62,13-Q4,0.88
15.62,14-Q1,1.6
9.66,14-Q2,0.99
5.19,14-Q3,0.8
