medianpatchsets,labels,meanpatchsets
1.0,12-Q4,2.16
1.0,13-Q1,1.95
2.0,13-Q2,2.56
2.0,13-Q3,3.77
2.0,13-Q4,2.85
2.0,14-Q1,3.17
2.0,14-Q2,2.85
2.0,14-Q3,3.21
