commits,id,authors
474,194,Andreas Jaeger
284,361,Christian Berendt
151,118,Flavio Percoco
149,15,James E. Blair
144,335,Matt Riedemann
134,1558,Roger Luethi
129,294,Jeremy Stanley
122,1154,Steve Martinelli
117,391,Brant Knudson
112,49,Sean Dague
