commits,id,authors
506,194,Andreas Jaeger
320,15,James E. Blair
291,294,Jeremy Stanley
262,49,Sean Dague
252,516,rbtcollins
200,391,Brant Knudson
188,477,Armando Migliaccio
186,731,Sergey Lukjanov
182,36,Joe Gordon
180,468,arosen
