medianpatchsets,labels,meanpatchsets
2.0,13-Q1,2.76
3.0,13-Q2,5.11
4.0,13-Q3,6.26
3.0,13-Q4,6.79
3.0,14-Q1,5.89
3.0,14-Q2,6.42
3.0,14-Q3,6.12
2.0,14-Q4,5.18
