meantime,labels,mediantime
5.88,12-Q4,1.47
3.97,13-Q1,1.03
5.77,13-Q2,0.88
8.05,13-Q3,1.26
10.32,13-Q4,2.16
13.14,14-Q1,2.64
9.9,14-Q2,1.26
7.78,14-Q3,0.87
