meantime,labels,mediantime
5.83,12-Q4,3.13
6.63,13-Q1,3.26
9.41,13-Q2,5.48
12.28,13-Q3,7.06
22.92,13-Q4,13.56
21.34,14-Q1,11.36
26.52,14-Q2,13.75
25.06,14-Q3,10.95
