bmi,labels,abandoned,merged
2.67,12-Q4,43,179
0.37,13-Q1,17,153
0.94,13-Q2,38,270
0.92,13-Q3,41,186
0.93,13-Q4,56,305
0.85,14-Q1,66,310
0.92,14-Q2,54,546
0.86,14-Q3,17,220
