commits,authors
12,Samuel Merritt
8,Clay Gerrard
8,Paul Luse
6,John Dickinson
5,Christian Schwede
5,Jay Bryant
4,Thiago da Silva
3,Nicolas Trangez
3,Shilla Saebi
2,Alistair Coles
