medianpatchsets,labels,meanpatchsets
1.0,12-Q4,2.6
2.0,13-Q1,2.54
2.0,13-Q2,3.14
2.5,13-Q3,4.78
2.0,13-Q4,3.83
2.0,14-Q1,3.84
2.0,14-Q2,3.84
2.0,14-Q3,3.29
