meantime,labels,mediantime
6.22,12-Q4,0.62
5.75,13-Q1,0.89
7.22,13-Q2,0.94
11.03,13-Q3,0.86
11.42,13-Q4,0.91
15.3,14-Q1,2.16
13.15,14-Q2,1.75
10.84,14-Q3,1.83
