medianpatchsets,labels,meanpatchsets
2.0,13-Q1,3.87
3.0,13-Q2,4.67
3.5,13-Q3,6.03
3.0,13-Q4,6.38
4.0,14-Q1,6.52
4.0,14-Q2,6.34
4.0,14-Q3,6.27
3.0,14-Q4,5.64
