medianpatchsets,labels,meanpatchsets
2.0,13-Q1,4.07
3.0,13-Q2,4.54
3.0,13-Q3,5.36
3.0,13-Q4,5.67
3.0,14-Q1,5.16
3.0,14-Q2,5.63
2.0,14-Q3,5.3
2.0,14-Q4,4.51
