commits,authors
65,Jeremy Stanley
64,Andreas Jaeger
64,Michael Krotscheck
55,Matthew Treinish
47,Clark Boylan
46,Sean Dague
42,Marton Kiss
38,Matt Riedemann
29,James E. Blair
25,Davanum Srinivas
