bmi,labels,abandoned,merged
1.0,13-Q1,1,22
0.98,13-Q2,12,214
0.97,13-Q3,31,339
0.91,13-Q4,25,184
0.92,14-Q1,53,246
0.95,14-Q2,17,180
0.91,14-Q3,12,255
0.89,14-Q4,16,195
