bmi,labels,abandoned,merged
0.93,12-Q4,61,131
0.91,13-Q1,99,134
0.91,13-Q2,114,809
0.89,13-Q3,106,675
0.9,13-Q4,176,993
0.81,14-Q1,152,929
0.82,14-Q2,134,865
0.74,14-Q3,68,429
