medianpatchsets,labels,meanpatchsets
1.0,13-Q1,1.79
2.0,13-Q2,2.5
2.0,13-Q3,3.2
2.0,13-Q4,3.78
3.0,14-Q1,5.0
3.0,14-Q2,6.44
4.0,14-Q3,6.85
3.0,14-Q4,4.38
