commits,authors
36,Sean Dague
11,Adam Gandelman
11,Attila Fazekas
8,Bob Ball
7,Ian Wienand
5,Gary Kotton
5,Morgan Fainberg
5,Ralf Haferkamp
4,Dean Troyer
4,Sean M. Collins
