commits,authors
8,Joe Gordon
8,Joshua Harlow
8,Thierry Carrez
6,Andreas Jaeger
6,Doug Hellmann
6,Sean Dague
4,Brant Knudson
3,Cyril Roelandt
3,Jeremy Stanley
3,Radomir Dopieralski
