company_commits,name
72,Mirantis
37,NetApp
35,Canonical, Ltd.
33,Red Hat
16,Huawei
11,HP
9,FIT
7,Cloudbase Solutions
7,Deutsche Telekom
6,Fujitsu
5,Quobyte
