company_commits,name
34,Cisco
33,IBM
24,OpenStack Foundation
24,Rackspace
22,Red Hat
13,Ericsson
10,JHU APL
3,HP
2,Fujitsu
2,Huawei
2,NEC
1,GNU
1,Individual
1,SUSE
1,Symantec Corporation
