meantime,labels,mediantime
15.33,13-Q4,0.11
5.86,14-Q1,0.84
3.54,14-Q2,0.67
8.27,14-Q3,1.64
15.97,14-Q4,3.6
8.48,15-Q1,0.95
7.56,15-Q2,0.61
5.27,15-Q3,0.63
