meantime,labels,mediantime
12.74,13-Q4,1.07
11.41,14-Q1,0.94
12.57,14-Q2,1.07
13.63,14-Q3,1.02
19.02,14-Q4,1.31
14.77,15-Q1,0.99
16.97,15-Q2,1.14
16.86,15-Q3,1.14
