company_commits,name
88,HP
60,Red Hat
39,IBM
27,Mirantis
27,ThoughtWorks, Inc.
24,Intel
21,Cisco
13,99cloud
6,Cloudwatt
6,Pacific Northwest National Laboratory
6,Time Warner Cable, Inc.
