meantime,labels,mediantime
15.47,13-Q4,1.75
10.97,14-Q1,0.95
13.03,14-Q2,1.35
13.6,14-Q3,1.12
25.51,14-Q4,1.67
15.82,15-Q1,0.79
20.07,15-Q2,1.3
21.45,15-Q3,1.03
