company_commits,name
294,OpenStack Foundation
105,Yahoo, Inc.
98,HP
83,IBM
42,Mirantis
27,Red Hat
6,Fujitsu
6,VMWare
5,Rackspace
4,Intel
3,EasyStack
3,NTT
3,SUSE
2,Ericsson
2,Huawei
2,Metacloud
1,99cloud
1,Cloudbase Solutions
1,Debian GNU/Linux
1,Dell
1,eBay
1,GPLHost
1,NEC
1,NTT Data
1,Oracle
1,VA Linux Systems Japan
