meantime,labels,mediantime
0.0,13-Q4,0.0
3.7,14-Q1,1.18
18.53,14-Q2,12.87
9.45,14-Q3,1.58
11.33,14-Q4,2.59
15.68,15-Q1,4.76
12.88,15-Q2,2.35
10.95,15-Q3,2.08
