meantime,labels,mediantime
nan,13-Q4,nan
nan,14-Q1,nan
2.06,14-Q2,2.27
2.35,14-Q3,0.49
5.92,14-Q4,0.44
3.88,15-Q1,0.92
4.27,15-Q2,1.03
3.37,15-Q3,0.28
