company_commits,name
326,Red Hat
181,StackOps Technologies
92,Mirantis
92,Puppet Labs
31,HP
20,Time Warner Cable, Inc.
16,UnitedStack
8,Rackspace
6,PolyBeacon, Inc.
5,Internap
5,iWeb
4,Cisco
2,Go Daddy
1,eNovance
1,KylinCloud
1,NetApp
1,OpenStack Foundation
1,Oracle
1,Pure Storage
