bmi,labels,abandoned,merged
0.68,13-Q4,98,281
0.75,14-Q1,191,386
0.72,14-Q2,97,479
0.64,14-Q3,165,509
0.69,14-Q4,120,496
0.81,15-Q1,249,1265
0.79,15-Q2,256,1270
0.83,15-Q3,354,1785
