medianpatchsets,labels,meanpatchsets
2.0,13-Q4,2.44
2.0,14-Q1,3.29
3.0,14-Q2,4.32
2.0,14-Q3,4.02
2.0,14-Q4,3.45
2.0,15-Q1,3.66
2.0,15-Q2,4.15
2.0,15-Q3,3.35
