medianpatchsets,labels,meanpatchsets
nan,13-Q4,nan
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
1.0,14-Q4,2.72
1.0,15-Q1,2.68
2.0,15-Q2,3.83
2.0,15-Q3,3.63
