labels,opened,closed
13-Q4,4542,2097
14-Q1,5479,2948
14-Q2,4437,2095
14-Q3,5146,3025
14-Q4,3717,2033
15-Q1,4763,2967
15-Q2,4590,2636
15-Q3,5643,3379
