company_commits,name
299,Red Hat
71,Huawei
48,OpenStack Foundation
26,NEC
21,HP
15,Cisco
13,Intel
8,IBM
6,Mirantis
5,Fujitsu
4,Ericsson
2,Rackspace
2,UnitedStack
1,99cloud
1,B1 Systems
1,EasyStack
1,eNovance
1,Individual
1,KylinCloud
1,NTT
1,Pure Storage
1,SUSE
