bmi,labels,abandoned,merged
0.84,13-Q4,41,181
0.85,14-Q1,78,268
0.73,14-Q2,34,160
0.79,14-Q3,40,182
0.78,14-Q4,32,159
0.86,15-Q1,27,199
0.75,15-Q2,24,189
0.92,15-Q3,43,395
