meantime,labels,mediantime
13.77,13-Q4,1.86
20.69,14-Q1,3.77
23.41,14-Q2,3.96
27.86,14-Q3,3.43
25.14,14-Q4,3.71
22.97,15-Q1,2.7
28.8,15-Q2,2.45
23.61,15-Q3,3.92
