bmi,labels,abandoned,merged
0.7,13-Q4,359,731
0.73,14-Q1,536,738
0.61,14-Q2,189,588
0.69,14-Q3,229,884
0.62,14-Q4,237,634
0.66,15-Q1,239,791
0.58,15-Q2,151,546
0.65,15-Q3,205,545
