medianpatchsets,labels,meanpatchsets
nan,13-Q4,nan
1.0,14-Q1,2.19
2.0,14-Q2,2.14
1.0,14-Q3,1.79
1.0,14-Q4,2.17
2.0,15-Q1,3.19
2.0,15-Q2,2.88
1.0,15-Q3,2.68
