medianpatchsets,labels,meanpatchsets
nan,13-Q4,nan
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
nan,14-Q4,nan
nan,15-Q1,nan
2.0,15-Q2,3.0
3.0,15-Q3,4.44
