meantime,labels,mediantime
11.88,13-Q4,1.94
13.9,14-Q1,1.12
12.38,14-Q2,1.76
18.31,14-Q3,2.01
19.3,14-Q4,1.81
18.72,15-Q1,1.07
38.39,15-Q2,3.16
23.29,15-Q3,1.31
